洗[洗],xi3,V. 1 wash; bathe 2 develop (film) 3 shuffle (cards/etc.) 4 clear (a recording/etc.); erase 5 clear away; eliminate  B.F. 1 rel. baptize 2 redress; right 3 kill and loot; sack 4 small vessel containing water for washing writing brushes
打扫[打掃],da3sao3,V. sweep; clean
做饭[做飯],zuo4fan4,V.O. prepare a meal
房间[房間],fang2jian1,P.W. room M: ge / ¹jiān / 个 / 间
衣服[衣服],yi1fu5,N. clothing; clothes M: ²jiàn / 件
没[沒],mei2,"ADV. not  AB. méiyǒu  CONS. 1 ∼ A ∼ B i. not AB (where A, B are similar) ii. neither A nor B (where A, B are opposites) 2 A ∼ B SV A is not as SV as B."
爬山[爬山],pa2shan1,V.O. climb a mountain
聊天[聊天],liao2tian1,"V.O. , coll. chat; gossip"
一边[一邊],yi1bian1,"N. one side; either side  CONJ. 1 at the same time; simultaneously 2 on the one/other hand  ADV. , coll. equally  CONS. ∼ V1 ∼ V2 V1 while V2"
唱歌[唱歌],chang4ge1,V.O. sing (a song)
跳舞[跳舞],tiao4wu3,V. dance
画画儿[畫畫兒],hua4hua4r5,V.O. paint/draw a picture
// HelloChinese/Transport,,
坐[坐],zuo4,"V. 1 sit; take a seat 2 travel by (plane/etc.) 3 sink; subside (from pressure) 4 recoil; kick back 5 be punished 6 have its back toward (of a building) 7 put (a pan, pot, kettle, etc.) on a fire 8 bear (fruit); form (seed)  N. seat; place  ADV. , wr. 1 because; owing to 2 for no reason at all"
飞机[飛機],fei1ji1,N. aircraft; airplane M: jià / ²zhī / 架 / 只
火车[火車],huo3che1,N. train M: ge / liè / 个 / 列
船[船],chuan2,N. boat; ship
怎么[怎麼],zen3me5,ADV. how?  PR. what
出租车[出租車],chu1zu1che1,"N. , PRC taxi M: ³liàng / 辆"
地铁[地鐵],di4tie3,N. underground (railway); subway
公交车[公交車],gong1jiao1che1,N. commuter bus
有时候[有時候],you3 shi2hou5,V.O. 1 sometimes; now and then 2 have time
走路[走路],zou3lu4,V.O. 1 walk; go on foot 2 leave; go away
开车[開車],kai1che1,V.O. 1 drive/start car/train 2 get a machine going
// HelloChinese/Directions,,
离[離],li2,V. 1 leave; part from; be away from 2 separate 3 defy; go against  COV. distant/apart from  N. 1 name of one of the Eight Trigrams (☲) 2 name of one of the Sixty-four Hexagrams (䷝)
远[遠],yuan3,S.V. far; distant (lit./fig.)  B.F. keep away from; keep at a distance
近[近],jin4,S.V. 1 near; close 2 similar/close to 3 intimate; closely related 4 easy to understand 5 recent  V. approach
这里[這裡],zhe4li3,P.W. here
那里[那裡],na4li5,P.W. that place; over there
加油站[加油站],jia1you2zhan4,P.W. gas station; filling station M: jiā / 家
从[從],cong2,COV. from; since; through  CONS. 1 ∼ A chūfā departing from A 2 ∼ A dào B from A to B 3 ∼ A qǐ starting from A 4 ∼ A kànlai viewed from A 5 ∼ A lái jiǎng/kàn/shuō speaking of A; from consideration of A  ADV. always; at all times (usu. in negative)  B.F. 1 follow 2 obey; comply with 3 join; be engaged in 4 adopt a certain attitude; follow a certain principle 5 secondary; accessory 6 cousin-level relationship 7 follower; attendant  N. Surname
到[到],dao4,V. 1 arrive; reach 2 go to  COV. up until  S.V. thoughtful; considerate  CMP. completion of verbal action  CONS. ∼ ... (wéi)zhǐ reach ... as a stopping point; as far as ...
走[走],zou3,V. 1 walk; go 2 run; move 3 leave; go away 4 visit; call on 5 go through 6 leak; escape; let out 7 lose flavor/shape/etc.
向[向],xiang4,V. 1 face; turn toward 2 side with; be partial to  COV. to; towards  B.F. 1 direction 2 all along; always (in the past)  N. Surname
一直[一直],yi1zhi2,ADV. 1 straight 2 continuously; always; all along
前[前],qian2,B.F. front  ADV.  | ATTR. 1 forward; former; preceding; first 2 formerly; ago; ahead; before  CONS. 1 V1 ∼ V2 hòu V1V2 again and again 2 ∼V1 hòu V2 V1V2 again and again  PREF. pre-
后[後],hou4,B.F. 1 rear; back; behind 2 afterwards; later 3 later in sequence  N. offspring; descendant; posterior  PREF. post-
沿[沿],yan2,COV. along  V. trim (a border/etc.)  B.F. 1 edge; border 2 follow (a pattern/etc.)
路[路],lu4,N. 1 road; path; way 2 journey; distance 3 way; means 4 sequence; logic; line 5 region; district 6 route 7 sort; grade; class 8 Surname
往[往],wang3,V. go toward  COV. in the direction of; toward  B.F. 1 past; previous 2 frequently
第[第],di4,PREF. marker of ordinal numerals  B.F. 1 sequence; order 2 rank; grade; degree 3 mansion; residence
拐[拐],guai3,V. 1 turn; change direction 2 limp 3 swindle 4 abduct  N. crutch; cane  NUM. (widely used over the telephone in the PRC as a replacement for ¹qī) seven
左[左],zuo3,"B.F. 1 left side 2 the Left; left-leaning; progressive; inclined toward the revolution 3 east 4 queer; odd; unorthodox; heretical 5 different; contrary; opposite  S.V. 1 coll. wrong; incorrect 2 false; counterfeit; bogus  V. , wr. assist  CONS. ∼ V yòu V do sth. repeatedly  N. Surname"
右[右],you4,B.F. 1 right side; the right 2 politically on the right; conservative 3 west 4 trad. right side as the side of precedence 5 wr. favor
路口[路口],lu4kou3,N. 1 crossing; intersection 2 entrance to a road/street
// HelloChinese/Rooms,,
对面[對面],dui4mian4,P.W. 1 opposite 2 right in front  ADV. face to face
卫生间[衛生間],wei4sheng1jian1,P.W. toilet M: ge / 个
厨房[廚房],chu2fang2,P.W. kitchen M: jiān / 间
卧室[臥室],wo4shi4,N. bedroom M: jiān / 间
客厅[客廳],ke4ting1,N. drawing/living room; parlor M: jiān / 间
上边[上邊],shang4bian5,P.W. 1 above; on the surface of 2 above-mentioned; foregoing 3 higher authorities; higher-ups
下边[下邊],xia4bian5,P.W. lower level; subordinate  ATTR. 1 below; under; underneath 2 next; following
桌子[桌子],zhuo1zi5,N. table; desk M: zhāng / 张
椅子[椅子],yi3zi5,N. chair M: bǎ / 把
柜子[櫃子],gui4zi5,N. cupboard; cabinet
灯[燈],deng1,N. 1 lamp; lantern; light 2 valve; tube 3 burner
旁边[旁邊],pang2bian1,N. side
左边[左邊],zuo3bian5,P.W. left side
右边[右邊],you4bian5,P.W. right-hand side; the right
床[床],chuang2,N. bed  M. bedding
冰箱[冰箱],bing1xiang1,N. refrigerator; freezer M: tái / ge / 台 / 个
// HelloChinese/Weather,,
天气[天氣],tian1qi4,N. weather
晴天[晴天],qing2tian1,N. fine/sunny day
阴天[陰天],yin1tian1,N. overcast sky; cloudy day
暖和[暖和],nuan3huo5,S.V. (nice and) warm  V. warm up
凉快[涼快],liang2kuai5,S.V. pleasantly cool  V. cool off
会[會],hui4,V. 1 get together; assemble 2 meet; see 3 understand; grasp 4 pay/foot a bill  AUX. 1 can; be able to 2 be good at; be skillful in 3 be likely/sure to  N. 1 meeting; gathering; party; get-together; conference 2 association; society; union 3 temple fair 4 mutual loan club  B.F. 1 chief city; capital 2 opportunity; occasion 3 coll. a while; a little while
下雨[下雨],xia4yu3,V.O. rain
下雪[下雪],xia4xue3,V.O. snow
刮风[颳風],gua1feng1,V.O. 1 the wind blows 2 stir up a big show
春天[春天],chun1tian1,N. spring(time)
夏天[夏天],xia4tian1,N. summer
秋天[秋天],qiu1tian1,N. autumn; fall
冬天[冬天],dong1tian1,N. winter
// HelloChinese/Phone-Calls,,
喂[喂],wei4,V. feed  INTJ. hello; hey
找[找],zhao3,V. 1 look for; seek 2 call on; approach; ask for 3 give change
先生[先生],xian1sheng5,N. 1 teacher 2 mister; Mr.; gentleman; sir 3 husband 4 court. Ms. 5 topo. doctor 6 trad. bookkeeper 7 fortune-teller
女士[女士],nü3shi4,N. 1 educated girl/woman 2 Ms.; Miss M: ge / míng / ²wèi / 个 / 名 / 位
了[了],le5,M.P. (indicating a new situation)  A.M. (indicating completed action)
已经[已經],yi3jing5,ADV. already
看见[看見],kan4jian5,R.V. catch sight of; see
// HelloChinese/Communications,,
给[給],gei3,"V. give; give to  COV. 1 for; for the benefit of 2 by (in passive cons.)  SUF. to  CONS. 1 ∼ A yǐ B give B to A 2 ∼ wǒ V do V (strong, often angry, command)"
打[打],da3,"V. 1 generalized verb of doing with specific meaning determined by its object 2 strike; hit 3 fight 4 construct 5 forge 6 mix  COV. , coll. from (a certain time/place)"
发[發],fa1,"V. 1 send out; deliver; distribute 2 utter; express 3 shoot; emit 4 develop; expand 5 rise/expand when fermented/soaked (of foodstuffs) 6 come/bring into existence 7 open up; discover; expose 8 become 9 show one's feeling 10 feel; have a feeling 11 start; set out; begin 12 (slang) make a fortune; hit the jackpot  M. (for rounds of ammunition, shells/cartridges/etc.)"
电话[電話],dian4hua4,N. 1 telephone M: jià / tái / ²bù / 架 / 台 / 部 2 phone call
短信[短信],duan3xin4,N. 1 note; short letter 2 text message; SMS
邮件[郵件],you2jian4,N. postal items; post; mail M: ge / ²jiàn / 个 / 件
微信[微信],Wei1xin4,Weixin or WeChat (mobile text and voice messaging service developed by Tencent 腾讯Téngxùn [腾讯])
到[到],dao4,V. 1 arrive; reach 2 go to  COV. up until  S.V. thoughtful; considerate  CMP. completion of verbal action  CONS. ∼ ... (wéi)zhǐ reach ... as a stopping point; as far as ...
接[接],jie1,V. 1 come in contact with; come close to 2 connect; join; put together 3 catch; take hold of 4 receive 5 meet; welcome 6 take over
收[收],shou1,V. 1 receive; accept 2 take in/back 3 collect 4 harvest; gather in 5 conclude; stop  B.F. money received; receipts; income
…的时候[…的時候],…de5shi2hou4,(the time) when …
散步[散步],san4bu4,V.O. take a walk
等[等],deng3,V. wait  B.F. 1 class; grade 2 be equal 3 lg. division  SUF. and so on
健身[健身],jian4shen1,V.O. keep fit
东西[東西],dong1xi5,N. 1 thing 2 creature
// HelloChinese/Sweets,,
块[塊],kuai4,"M. 1 piece; lump; chunk 2 Ch. “dollar”  B.F. piece  N. , comp. block"
蛋糕[蛋糕],dan4gao1,N. cake M: ²kuài / ge / ²zhī / 块 / 个 / 只
巧克力[巧克力],qiao3ke4li4,"N. , loan chocolate M: ²kuài / 块"
刚才[剛才],gang1cai2,ADV. just now; a moment ago
种[種],zhong3,"N. , bio. species  B.F. 1 race 2 seed; strain; breed 3 kind 4 topo. guts; grit  M. (for kinds/sorts/types)"
片[片],pian4,"N. 1 slice; flake 2 part  M. (for paper, tile, tablets, stretches of land/scenery, etc.)  V. 1 slice 2 pare  B.F. 1 incomplete; partial 2 small; brief 3 photo; film"
咖啡店[咖啡店],ka1fei1dian4,P.W. coffee shop M: jiā / 家
面包店[麵包店],mian4bao1dian4,N. bakery M: jiā / 家
// HelloChinese/Pets,,
养[養],yang3,V. 1 support; provide for 2 raise; maintain 3 give birth to 4 form; cultivate  B.F. 1 rest; recuperate 2 foster; adoptive
可爱[可愛],ke3ai4,S.V. lovable; likable; lovely
听话[聽話],ting1hua4,V.O. 1 await a reply 2 heed advice 3 obey  S.V. obedient
只[隻],zhi1,"M. (for animals, vessels, some utensils, one of a pair of things)  B.F. single"
鸟[鳥],niao3,N. bird; birdie
兔子[兔子],tu4zi5,N. 1 hare; rabbit 2 (slang) male homosexual M: ²zhī / 只
的[的],de5,"S.P. 1 (of subordination) 2 (noun-forming, like English -er)  CONS. (shì) A ∼ action emphasizing A  CONS. 1 coll. by 2 topo. plus"
乖[乖],guai1,S.V. 1 well-behaved 2 clever; shrewd  B.F. 1 perverse; contrary to reason 2 oppose; be at variance
懒[懶],lan3,S.V. 1 lazy 2 sluggish; languid
傻[傻],sha3,S.V. 1 stupid; muddleheaded 2 stunned
丑[醜],chou3,S.V. ugly; unsightly; hideous  B.F. disgraceful; shameful; scandalous
鱼[魚],yu2,N. 1 fish 2 Surname
敢[敢],gan3,AUX. dare; have courage to  V. have confidence to; be sure
摸[摸],mo1,V. 1 feel; touch; grope for 2 feel/sound out
出门[出門],chu1men2,V.O. 1 be away from home 2 go on journey; go out 3 coll. marry out (of daughter)
电梯[電梯],dian4ti1,N. elevator M: ²bù / tái / 部 / 台
// HelloChinese/Suggestions,,
了[了],le5,M.P. (indicating a new situation)  A.M. (indicating completed action)
饿[餓],e4,V. starve  S.V. hungry
渴[渴],ke3,S.V. thirsty
困[困],kun4,1 wr. V. surround B.F. 1 hard-pressed; stranded 2 poor; hard-up N. name of one of the Sixty-four Hexagrams (䷮)
累[累],lei4,S.V. 1 tired; weary 2 coll. overcautious; too restrained  V. 1 tire; strain; wear out 2 work hard; toil
饱[飽],bao3,S.V. 1 full; plump 2 satiated/full  V. satisfy  ADV. fully  CMP. to satiation/satisfaction
吧[吧],ba5,M.P. 1 (mild imperative) 2 (acknowledgment) 3 (uncertainty) 4 (pause)
请[請],qing3,V. 1 request; ask (a favor) 2 engage; hire (teacher/etc.) 3 Please ...
送[送],song4,V. 1 deliver; carry 2 give as a present 3 see sb. off/out; accompany; escort
陪[陪],pei2,V. 1 accompany; keep sb. company 2 assist 3 compensate
// HelloChinese/Health,,
怎么[怎麼],zen3me5,ADV. how?  PR. what
疼[疼],teng2,S.V. hurt; ache; pain  V. love dearly
头[頭],tou2,"N. 1 head 2 hair (style) 3 top/end of sth. 4 chief; head 5 remnant; end; remains 6 aspect; side 7 bounds  PREF. leading; first; previous  M. (for livestock/garlic)  ADV. , coll. before; prior to  CONS. NuM1 ∼ NuM2 between NUM1 and NUM2"
肚子[肚子],du4zi5,N. 1 belly; abdomen 2 coll. stomach
牙[牙],ya2,N. tooth  B.F. 1 ivory 2 broker
可能[可能],ke3neng2,S.V. possible; probable  AUX. probably; maybe  N. 1 possibility 2 lg. contingency
应该[應該],ying1gai1,AUX. should; ought to; must
休息[休息],xiu1xi5,V. have/take a rest
感冒[感冒],gan3mao4,N. common cold  V.P. catch cold
发烧[發燒],fa1shao1,V.O. 1 have a fever/temperature 2 be fascinated (with sb./sth.)  ATTR. fascinating; fascinated
药[藥],yao4,"N. medicine; drug; remedy  N.  | V. poison  V. , wr. cure  B.F. certain chemicals"
别[別],bie2,B.F. other; another  AUX. don't  V. 1 leave 2 differentiate 3 fasten 4 stick in (one's belt/etc.)  N. Surname
咳嗽[咳嗽],ke2sou5,V. cough
说话[說話],shuo1hua4,"V.O. 1 speak; talk; say; chat 2 gossip 3 tell stories  ADV. , coll. in a minute; right away  N. 1 word; talk 2 trad. a kind of storytelling popular in Tang and Song times"
舒服[舒服],shu1fu5,S.V. 1 comfortable 2 well
让[讓],rang4,V. 1 yield 2 allow 3 induce sb. to do sth. 4 transfer possession of sth. 5 offer  COV. (passive signifier) by  CONS. N ∼ ¹rén V N makes one V
打针[打針],da3zhen1,V.O. give/have an injection
住院[住院],zhu4yuan4,V.O. be hospitalized
生病[生病],sheng1bing4,V.O. fall ill
// HelloChinese/Ordering Food,,
点菜[點菜],dian3cai4,V.O. choose dishes from a menu; order dishes
买单[買單],mai3dan1,coll. (Cantonese loan) V.O. pay a (restaurant) bill  N. bill M: zhāng / 张
打包[打包],da3bao1,V.O. 1 bale; pack 2 unpack  N. bundle carried by itinerant monk
菜单[菜單],cai4dan1,N. menu; bill of fare M: zhāng / 张
一共[一共],yi1gong4,ADV. altogether; in all; all told
主食[主食],zhu3shi2,N. staple/principal food
饮料[飲料],yin3liao4,N. drink; beverage M: bēi / 杯
// HelloChinese/Restaurants 2,,
几[幾],ji3,NUM. 1 how many? 2 a few; several; some
特别[特別],te4bie2,S.V.  | ADV. special; particular
有名[有名],you3ming2,S.V.  | V.O. well-known; famous
烫[燙],tang4,V. 1 scald; burn 2 warm in hot water 3 iron; press 4 perm (the hair)  S.V. scalding; boiling hot
热闹[熱鬧],re4nao5,S.V. lively; buzzing with excitement  V. have a lively time  N. excitement; lively scene; mirth; fun; hilarity; merriment; merrymaking
态度[態度],tai4du5,N. 1 manner; bearing 2 attitude; approach
味道[味道],wei4dao5,N. 1 taste; flavor 2 interest 3 odor; smell
先[先],xian1,ADV. 1 before; earlier; in advance 2 for the time being; for the moment (with negative)  CONS. ∼ A ²zài B first A and then B  B.F. 1 elder generation 2 ancestor 3 late; deceased 4 progressive  PREF. pre-
再[再],zai4,"ADV. 1 again; once more; further(more) 2 in a higher degree 3 and then; not (do sth.) before  V. , wr. come back; return"
小吃[小吃],xiao3chi1,V. snack  N. 1 snack; refreshment 2 cold/prepared dish
// HelloChinese/Helping Out,,
一下[一下],yi1xia4,N. one time; once  ADV. 1 in a short while; all at once; all of a sudden
开[開],kai1,V. 1 open 2 open up; reclaim (land) 3 open out 4 come loose 5 start; begin; operate 6 drive 7 turn on (a light) 8 run a (business) 9 hold a (meeting/etc.) 10 eliminate 11 divide into 12 reveal 13 boil 14 topo. (slang) dismiss; fire (an employee) 15 pay (wages/fares/etc.) 16 coll. eat up  ADV. 1 open 2 (indicating the beginning and continuation of an action)  N. 1 Surname 2 print. size of a book page; -mo 3 carat  SUF. (added to verbs to express “away; off; out; etc.”) (added to two digits to express a ratio between the two considered as parts of ten)
关[關],guan1,V. 1 shut; close 2 turn off 3 lock up 4 close down 5 issue/receive (payment) 6 concern; implicate  N. 1 pass 2 barrier 3 crux; critical juncture; turning/key point 4 key part
门[門],men2,"N. 1 door; gate; doorway; gateway; opening 2 Surname 3 bio. phylum  B.F. 1 valve; switch 2 way to do sth.; knack 3 family; house 4 class; category 5 (religious) sect; school (of thought)  M. (for courses, branches of science, canons, etc.)"
窗户[窗戶],chuang1hu5,N. window; casement M: shàn / 扇
当然[當然],dang1ran2,ADV. 1 as it should be; only natural 2 without doubt; certainly; of course 3 ex officio  ATTR. (law) of full right; of right
帮[幫],bang1,V. help; assist  B.F. 1 gang; clique; group 2 side (of boat/truck/etc.) 3 upper (of shoe) 4 outside layers of certain vegetables  M. (for groups of people/etc.)
拍[拍],pai1,V. 1 clap; pat 2 take pictures; shoot film 3 send telegrams/etc. 4 coll. lick sb.'s boots; fawn on 5 flap (the wings/etc.) 6 beat; lash 7 (slang) a put money down b defeat; beat  B.F. 1 racket; paddle 2 mus. beat; time
搬[搬],ban1,V. 1 take away; remove 2 move (house) 3 apply indiscriminately 4 (slang) rake in money
行李[行李],xing2li5,N. 1 luggage; baggage M: ²jiàn / 件 2 trad. traveler 3 messenger
照片[照片],zhao4pian4,N. photograph; picture M: zhāng / 张
换[換],huan4,V. 1 exchange; trade 2 change
座位[座位],zuo4wei4,P.W. seat; place
谢谢[謝謝],xie4xie5,V. thank you
客气[客氣],ke4qi5,V. be polite  S.V. 1 polite; courteous 2 stand on ceremony 3 modest
// HelloChinese/Bargaining,,
朵[朵],duo3,M. (for flowers/clouds/etc.)
斤[斤],jin1,M. (of weight (equal to 1/2 kilogram or one catty))
花[花],hua1,N. 1 flower; blossom M: ²duǒ / 朵 2 pattern; design 3 fireworks 4 wound 5 smallpox 6 Surname 7 courtesan; prostitute 8 essence; cream  V. 1 spend; expend 2 (slang) be horny; womanize  S.V. 1 flowery; florid 2 profligate 3 blurred 4 false 5 randy; lecherous
香蕉[香蕉],xiang1jiao1,N. banana M: ²zhī / chuàn / 只 / 串
葡萄[葡萄],pu2tao5,N. grape M: chuàn / 串
卖[賣],mai4,V. 1 sell 2 betray; sell out 3 exert to the utmost; not spare 4 show off; parade 5 make living by/at
挑[挑],tiao1,V. 1 select; pick 2 carry on both ends of shoulder pole 3 prick/lance (a boil/etc.)  N. carrying-pole load  V. nitpick; be fastidious; be hypercritical
新鲜[新鮮],xin1xian1,S.V. 1 fresh 2 new; novel; strange
西红柿[西紅柿],xi1hong2shi4,N. tomato M: ge / ²zhī / 个 / 只
蘑菇[蘑菇],mo2gu5,N. mushroom M: ge / ²zhī / 个 / 只  V. 1 worry; pester 2 dillydally
黄瓜[黃瓜],huang2gua5,N. cucumber M: ge / ²gēn / 个 / 根
生菜[生菜],sheng1cai4,N. 1 (romaine) lettuce 2 raw vegetable salad
只[只],zhi3,ADV. only; merely
行[行],xing2,S.V. 1 alright; acceptable 2 capable; competent  B.F. 1 go; walk 2 travel 3 be current; prevail; circulate 4 do; perform; carry out; engage in 5 temporary; makeshift 6 wr. soon 7 behavior; conduct 8 running script
再[再],zai4,"ADV. 1 again; once more; further(more) 2 in a higher degree 3 and then; not (do sth.) before  V. , wr. come back; return"
// HelloChinese/Learning Chinese 2,,
为了[為了],wei4le5,CONJ. for; for the sake of; in order to  CONS. 1 ∼ N ér V to V for or on behalf of N 2 ∼ A qǐjiàn for (the purpose/sake of) A
决定[決定],jue2ding4,V. 1 decide; resolve; make up one's mind 2 determine; decide; govern  N. decision; resolution
了解[了解],liao3jie3,V. 1 understand; comprehend 2 find out; acquaint oneself with  N. understanding; comprehension; conception
工作[工作],gong1zuo4,V.  | N. work; job  SUF. -ation M: fèn / ²jiàn / 份 / 件
留学[留學],liu2xue2,V. study abroad
文化[文化],wen2hua4,N. 1 culture; civilization 2 PRC education; literacy
认为[認為],ren4wei2,V. think/believe that
难[難],nan2,S.V. 1 difficult; hard; troublesome 2 disagreeable; unpleasant  PREF. 1 difficult 2 disagreeable  V. make difficult/difficulties
简单[簡單],jian3dan1,S.V. 1 simple; uncomplicated 2 derog. commonplace; ordinary 3 oversimplified; casual
多久[多久],duo1 jiu3,V.P. how long?
小时[小時],xiao3shi2,N. 1 hour 2 infancy; childhood
分钟[分鐘],fen1zhong1,M. minute (of time)
一会儿[一會兒],yi1hui4r5,N. a little while  CONS. ∼ A ∼ B one moment A the next B
// HelloChinese/School,,
上[上],shang4,"B.F. 1 upper; upward 2 higher; superior; better 3 first (part); preceding; previous 4 up to (preceding numbers) 5 emperor 6 posterior  V. 1 go up; mount; board; get on 2 go to; leave for 3 submit; send in; present 4 forge/go ahead 5 appear on the stage; enter 6 place sth. in position; set; fix; apply 7 be put on record; be carried (in a publication) 8 wind; screw; tighten  CMP. able/unable  CONS. (zài) A ∼ as far as A is concerned; in the field of A  N. , mus. no. 1 note in gōngchěpǔ"
大学[大學],da4xue2,N. 1 university; college M: suǒ / ⁴zuò / 所 / 座 2 trad. Confucian way/text of great (moral) learning
年级[年級],nian2ji2,"N. grade; year (in school, etc.)"
专业[專業],zhuan1ye4,N. 1 special field of research; specialty; discipline 2 PRC major (in university)
经济[經濟],jing1ji4,N. 1 economy 2 financial condition; income  S.V. 1 economical; thrifty 2 of economic value
历史[歷史],li4shi3,N. history; past records
法律[法律],fa3lü4,N. law; statute M: ³xiàng / tiáo / zhǒng / 项 / 条 / 种
里边[裡邊],li3bian5,P.W. inside; interior
外边[外邊],wai4bian5,P.W. 1 outside; exterior 2 place other than where one lives/works 3 distant place
图书馆[圖書館],tu2shu1guan3,P.W. library M: jiā / 家
教室[教室],jiao4shi4,P.W. classroom; schoolroom M: jiān / 间
宿舍[宿舍],su4she4,P.W. dormitory; hostel; living quarters
食堂[食堂],shi2tang2,P.W. (institutional) dining room; canteen M: jiān / 间
该[該],gai1,AUX. ought to; should  V. 1 be sb.'s turn to do sth. 2 deserve 3 owe  PR. this; that; the said/given
考试[考試],kao3shi4,N.  | V.O. examination; test
毕业[畢業],bi4ye4,V.O. graduate; finish school
复习[複習],fu4xi2,V. review; revise
学习[學習],xue2xi2,V. study; learn; emulate  N. learning
作业[作業],zuo4ye4,N. 1 school assignment 2 work; task; operation; production 3 profession
些[些],xie1,M. (for indefinite/small amount)
以前[以前],yi3qian2,N. before; formerly; previously
以后[以後],yi3hou4,ADV. after; afterwards; later; hereafter
放[放],fang4,V. 1 put; place 2 set free; release 3 let off; give out 4 put out to pasture 5 let oneself go; let sb. have his own way 6 expand; make longer/larger/etc. 7 blossom; bloom 8 lend (money) at interest 9 put in; add 10 leave alone; lay aside 11 send away 12 readjust 13 show
寒假[寒假],han2jia4,N. winter vacation M: ³xiàng / 项
暑假[暑假],shu3jia4,N. summer vacation
// HelloChinese/Dating,,
愿意[願意],yuan4yi5,VERB be willing to
一直[一直],yi1zhi2,ADV. 1 straight 2 continuously; always; all along
当[當],dang1,"V. 1 undertake; accept 2 be just as 3 should  COV. at a given time or place  B.F. 1 at a given time or place 2 equal to, appropriate  CONS. ∼ A de shíhou when A"
男朋友[男朋友],nan2peng2you5,N. boyfriend M: ge / míng / ²wèi / 个 / 名 / 位
女朋友[女朋友],nü3peng2you5,N. girlfriend M: ge / míng / ²wèi / 个 / 名 / 位
见面[見面],jian4mian4,V.O. meet; see
分手[分手],fen1shou3,V.O. part company; say good-bye; break up
吵架[吵架],chao3jia4,V.O. quarrel; have a row/spat
道歉[道歉],dao4qian4,V.O. apologize
要[要],yao4,V.  | AUX. want/wish (to); ask (for)  AUX. shall; will; be about to  B.F. 1 must; should; need to 2 important; essential; vital 3 wr. summarize; outline  CONJ. if; suppose; in case  CONS. gēn A ∼ B ask A for B
离婚[離婚],li2hun1,V.O. divorce
结婚[結婚],jie2hun1,V.O. marry; get married  N. marriage; wedding
谈恋爱[談戀愛],tan2 lian4ai4,V.O. court; woo
因为[因為],yin1wei4,CONJ. because; for; on account of  CONS. 1 ∼ A suǒyǐ B because A therefore B 2 ∼ A de guānxi because of A 3 ∼ A ér V to V because of A
所以[所以],suo3yi3,"CONJ. so; therefore; as a result  N. 1 that by which 2 the reason why; the cause  CONS. N ∼ V, shì yīnwèi ... the reason why N V is (because) ..."
高兴[高興],gao1xing4,NOUN happy
难过[難過],nan2guo4,S.V. 1 have a hard time 2 be indisposed/unwell 3 feel sorry/sad/bad
// HelloChinese/Feelings,,
不要[不要],bu4yao4,V.  | AUX. 1 don't want 2 don't (do sth.)
这么[這麼],zhe4me5,ADV. so; such; this way; like this
害怕[害怕],hai4pa4,V. be afraid/scared
紧张[緊張],jin3zhang1,S.V. 1 nervous; keyed up 2 tense; intense; strained 3 PRC scarce; in short supply
生气[生氣],sheng1qi4,V.O.  | S.V. take offense; get angry  N. life; vitality
为什么[為什麼],wei4shen2me5,V.P. why
开心[開心],kai1xin1,V.O. 1 feel happy; rejoice 2 make fun of sb. 3 be sincere to others 4 enlighten  S.V. happy
伤心[傷心],shang1xin1,V.O.  | S.V. 1 be sad/grieved 2 hurt one's feelings
地[地],de5,"S.P. (adv.-forming, like English -ly)"
笑[笑],xiao4,V. 1 smile; laugh 2 ridicule; laugh at
哭[哭],ku1,V. cry; weep
为[為],wei4,"V. , wr. stand for; support  COV. for; on account of; to  CONS. ∼ N ér V to V for or on behalf of N  B.F. for; because of"
担心[擔心],dan1xin1,V.O.  | V.  | S.V. worry; feel anxious
// HelloChinese/Family 2,,
可是[可是],ke3shi4,CONJ. but; yet; however  V. 1 Is it that ...? 2 be indeed
聪明[聰明],cong1ming5,S.V. intelligent; bright; clever
笨[笨],ben4,S.V. 1 stupid; dull 2 clumsy; awkward 3 cumbersome
老[老],lao3,S.V. 1 old; aged 2 of long standing 3 outdated 4 tough; overgrown 5 dark (of colors)  N. 1 old people 2 parents  PREF. 1 (with numbers to designate order of birth) 2 (with man's family name to indicate familiarity/friendship)  ADV. 1 very 2 always (doing sth.) 3 for a long time
年轻[年輕],nian2qing1,S.V. young
老婆[老婆],lao3po5,"N. , coll. 1 wife 2 old woman"
老公[老公],lao3gong1,"N. , topo. 1 husband 2 old man"
对[對],dui4,V. 1 answer; reply 2 treat 3 be trained on 4 suit; agree 5 compare; check 6 set; adjust 7 mix; add 8 divide into halves  B.F. 1 mutual 2 opposite  S.V. right; correct  M. (for pairs/couples)  COV. by  N. couplet  CONS. 1 ∼ ... ér yán said in terms of ... 2 ∼ ... lái shuō as regards ...
关心[關心],guan1xin1,"V. 1 be concerned about 2 be interested in  N. , lg. empathy"
热情[熱情],re4qing2,S.V. enthusiastic; passionate  N. enthusiasm; zeal; warmth; passion; ardor; fever
尊重[尊重],zun1zhong4,V.  | N. respect; value; esteem  ATTR. serious; proper
严格[嚴格],yan2ge2,S.V. strict; rigorous
孩子[孩子],hai2zi5,N. child; children; son; daughter M: ge / míng / 个 / 名
邻居[鄰居],lin2ju1,N. neighbor M: ge / míng / ²wèi / 个 / 名 / 位
越来越[越來越],yue4lai2yue4,ADV. more and more
