淘气[淘氣],tao2qi4,"N.  | S.V. naughty; mischievous  V.O. , topo. sulk"
儿子[兒子],er2zi5,N. 1 son 2 trad. new-born son
女儿[女兒],nü3er2,N. daughter; girl
// HelloChinese/Career,,
希望[希望],xi1wang4,V.  | N. hope; wish
演员[演員],yan3yuan2,N. performer; actor M: ge / míng / ²wèi / 个 / 名 / 位
司机[司機],si1ji1,N. driver; chauffeur M: ²wèi / 位
警察[警察],jing3cha2,N. police; policeman M: ge / míng / ²wèi / 个 / 名 / 位
律师[律師],lü4shi1,N. lawyer; attorney M: ge / míng / ²wèi / 个 / 名 / 位
虽然[雖然],sui1ran2,CONJ. though; although  CONS. ∼ A kěshi B although A (nevertheless) B
但是[但是],dan4shi4,CONJ. but; however; yet; still
穷[窮],qiong2,S.V. 1 poor; impoverished 2 exhausted; hard-pressed  ADV. 1 exhaustively 2 extremely  V. exhaust; pursue to the limit  B.F. limit; end; extremity
有钱[有錢],you3qian2,V.O.  | S.V. be rich/wealthy
轻松[輕鬆],qing1song1,S.V. light; relaxed  V. relax; lighten up
忙[忙],mang2,S.V. busy; fully occupied  V. hurry; hasten; make haste
除了[除了],chu2le5,"COV. 1 except 2 besides  CONS. 1 ∼ A yǐwài apart from A; except for A 2 ∼ A yǐwài, hái B in addition to A, also B"
记者[記者],ji4zhe3,N. (news) reporter; correspondent M: ge / míng / ²wèi / 个 / 名 / 位
设计师[設計師],she4ji4shi1,N. 1 designer 2 architect M: ²wèi / 位
护士[護士],hu4shi5,N. (hospital) nurse M: ge / míng / ²wèi / 个 / 名 / 位
程序员[程序員],cheng2xu4yuan2,"N. , comp. programmer M: ²wèi / 位"
// HelloChinese/Traveling 1,,
或者[或者],huo4zhe3,ADV. perhaps; maybe  CONJ. or; either ... or ...
俄罗斯[俄羅斯],E2luo2si1,P.W. Russia
日本[日本],Ri4ben3,P.W. Japan
韩国[韓國],Han2guo2,P.W. 1 TW Korea 2 PRC South Korea
泰国[泰國],Tai4guo2,P.W. Thailand
过[過],guo5,"A.M. (indicating) 1 (completion of an action) 2 (that an action has taken place, but does not continue up to the present)"
法国[法國],Fa3guo2,P.W. France
德国[德國],De2guo2,P.W. Germany
英国[英國],Ying1guo2,P.W. Britain; England
加拿大[加拿大],Jia1na2da4,P.W. Canada
带[帶],dai4,N. 1 belt; band; girdle 2 tire 3 zone  V. 1 take; bring; bear 2 lead 3 look after; raise
国家[國家],guo2jia1,N. country; state; nation
语言[語言],yu3yan2,N. language; speech; tongue; word
行李箱[行李箱],xing2li3xiang1,N. luggage/baggage trunk M: ge / ²zhī / 个 / 只
// HelloChinese/Going Abroad,,
打算[打算],da3suan5,V.  | N. plan; intend
出国[出國],chu1guo2,V.O. go abroad (from one's own country)
旅游[旅遊],lü3you2,V.  | N. tour; tourism
然后[然後],ran2hou4,CONJ. and then; after that
办[辦],ban4,V. 1 do; handle; manage 2 set up; run 3 buy a fair amount of 4 punish (by law); beat up
预订[預訂],yu4ding4,V. subscribe; book; place an order
签证[簽證],qian1zheng4,N. visa M: zhāng / 张  V.O. get a visa
护照[護照],hu4zhao4,N. passport M: ge / běn / 个 / 本
票[票],piao4,N. 1 ticket; receipt M: zhāng / 张 2 ballot 3 note 4 amateur opera performance 5 check 6 certificate 7 person held for ransom; hostage 8 business deal  S.V. 1 fast; agile 2 vigorous  V. write a ticket
就[就],jiu4,V. 1 move towards 2 undertake; engage in 3 accomplish; make 4 accommodate oneself to; suit 5 go with  COV. with regard to; concerning  ADV. 1 then 2 at once; right away 3 exactly; precisely 4 only; merely; just  CONJ. even if
到[到],dao4,V. 1 arrive; reach 2 go to  COV. up until  S.V. thoughtful; considerate  CMP. completion of verbal action  CONS. ∼ ... (wéi)zhǐ reach ... as a stopping point; as far as ...
联系[聯繫],lian2xi4,V. integrate; relate; link; get in touch with  N. contact; touch; connection; relation
寄[寄],ji4,V. 1 send; post; mail 2 entrust; deposit; place  B.F. 1 lodge at; reside temporarily 2 depend on; attach oneself to 3 adopted; foster
明信片[明信片],ming2xin4pian4,N. postcard M: zhāng / 张
要是[要是],yao4shi5,CONJ. if; suppose; in case  CONS. ∼ A jiù B if A then B
就[就],jiu4,V. 1 move towards 2 undertake; engage in 3 accomplish; make 4 accommodate oneself to; suit 5 go with  COV. with regard to; concerning  ADV. 1 then 2 at once; right away 3 exactly; precisely 4 only; merely; just  CONJ. even if
想[想],xiang3,V. 1 think 2 suppose; reckon; consider 3 want to; would like to; feel like (doing sth.) 4 remember with longing; miss
// HelloChinese/Catching a Flight,,
极了[極了],ji2le5,SUF. extremely; very
方便[方便],fang1bian4,"S.V. convenient  V. , coll. 1 go to the lavatory 2 have money to spare/lend 3 make things convenient for sb. 4 do sb. a favor  N. , Budd. skillful means (i.e., teaching at an appropriate level)"
安全[安全],an1quan2,S.V. safe; secure  N. security; safety
危险[危險],wei1xian3,S.V. dangerous/perilous/risky  N. danger/peril/risk
快[快],kuai4,S.V.  | ADV. 1 fast; quick 2 soon 3 quick-witted; ingenious 4 sharp (of knives) 5 straightforward 6 pleased; elated
上[上],shang4,"B.F. 1 upper; upward 2 higher; superior; better 3 first (part); preceding; previous 4 up to (preceding numbers) 5 emperor 6 posterior  V. 1 go up; mount; board; get on 2 go to; leave for 3 submit; send in; present 4 forge/go ahead 5 appear on the stage; enter 6 place sth. in position; set; fix; apply 7 be put on record; be carried (in a publication) 8 wind; screw; tighten  CMP. able/unable  CONS. (zài) A ∼ as far as A is concerned; in the field of A  N. , mus. no. 1 note in gōngchěpǔ"
下[下],xia4,V. 1 go downward; descend; alight 2 fall (of rain/etc.) 3 go to 4 exit; leave 5 issue; deliver 6 put sth. into 7 take away/off 8 form (an opinion/etc.) 9 apply; begin to use 10 give birth to; lay (of birds/etc.) 11 capture 12 be less/lower than (used with negative) 13 give in 14 cook in boiling water 15 be (good as) a chaser/accompaniment  B.F. 1 below; under; underneath 2 lower; inferior 3 next; latter; second  ADV. downward; down  R.V.  | SUF. able/unable to v. down  V.M. (for frequency of occurrences)
起飞[起飛],qi3fei1,V. 1 take off (of planes/etc.) 2 begin to develop rapidly
降落[降落],jiang4luo4,"V. 1 descend; land 2 drop (in water level, etc.)"
请[請],qing3,V. 1 request; ask (a favor) 2 engage; hire (teacher/etc.) 3 Please ...
出示[出示],chu1shi4,V. show; produce
您[您],nin2,"PR. , court. you (polite singular)"
// HelloChinese/Traveling 2,,
是[是],shi4,"V. 1 be 2 wr. praise; justify  B.F. matter; affair  PR. this; all  S.V. right; true  ADV. certainly; for sure  CONS. A ∼ A it's A all right, but ..."
的[的],de5,"S.P. 1 (of subordination) 2 (noun-forming, like English -er)  CONS. (shì) A ∼ action emphasizing A  CONS. 1 coll. by 2 topo. plus"
京剧[京劇],Jing1ju4,N. Beijing opera M: ²chǎng / 场
书法[書法],shu1fa3,N. 1 calligraphy 2 trad. manner of presentation of facts (by historians)
白酒[白酒],bai2jiu3,N. spirits distilled from sorghum
烤鸭[烤鴨],kao3ya1,V.O.  | N. 1 roast duck 2 Peking duck M: ²zhī / 只
长城[長城],Chang2cheng2,P.W. 1 Great Wall 2 impregnable bulwark 3 sb. who can be trusted
火车站[火車站],huo3che1zhan4,P.W. railway station M: ge / ⁴zuò / 个 / 座
动物园[動物園],dong4wu4yuan2,N. zoological garden; zoo M: ⁴zuò / 座
公交车站[公交車站],gong1jiao1che1 zhan4,NOUNbus stop
// HelloChinese/Renting,,
还[還],hai2,ADV. 1 still; yet 2 even/still more 3 also; too; as well; in addition; besides 4 passably; fairly 5 even  CONS. zhè/nà ∼ yòng V Is it necessary to V?
安静[安靜],an1jing4,S.V. quiet; peaceful  V. be quiet
吵[吵],chao3,V. 1 make a noise 2 quarrel; wrangle  S.V. noisy
新[新],xin1,S.V. new; fresh; up-to-date  B.F. 1 renew 2 newly married  N. Xin dynasty (9-24 A.D.)  AB. Xīnjiāng
旧[舊],jiu4,S.V. 1 past; bygone; old 2 used; worn; old 3 former; onetime  N. old friendship/friend
家具[家具],jia1ju5,N. furniture; house furnishings M: tào / ²jiàn / 套 / 件
一样[一樣],yi1yang4,S.V. the same; equally; alike  ATTR. kind; type; class
善良[善良],shan4liang2,S.V. good and kind; decent
小气[小氣],xiao3qi4,S.V. 1 stingy; mean 2 topo. narrow-minded; petty
大方[大方],da4fang5,S.V. 1 generous 2 elegant and composed 3 in good taste  N. experts; connoisseurs
房东[房東],fang2dong1,N. landlord; owner of the house one lives in M: ²wèi / míng / ge / 位 / 名 / 个
多[多],duo1,S.V. 1 many; much; more 2 more than the correct/required number 3 excessive; too much 4 much/far more  ADV. to what degree; how ...  PREF. poly-; multi-
少[少],shao3,S.V. 1 few; little 2 less  V. 1 lack; be deficient 2 lose; be missing 3 stop; quit  ADV. 1 seldom 2 a little while
房租[房租],fang2zu1,N. rent (for a house/flat/etc.)
押金[押金],ya1jin1,N. cash pledge; deposit M: ²bǐ / 笔
// HelloChinese/Daily Life,,
住[住],zhu4,V. live; reside; stay  B.F. stop; cease  CMP. tightly; firmly
城区[城區],cheng2qu1,P.W. the city proper
郊区[郊區],jiao1qu1,P.W. suburban district; outskirts
农村[農村],nong2cun1,P.W. rural area; countryside; village
拿[拿],na2,V. 1 hold; take 2 seize; capture  COV. (introducing an instrument or target)  CONS. 1 ∼ A lái shuō take A as an example 2 ∼ A dàng B take/treat A as B
杯子[杯子],bei1zi5,N. cup; glass M: ²zhī / ge / 只 / 个
盘子[盤子],pan2zi5,N. tray; plate; dish
瓶子[瓶子],ping2zi5,N. bottle; jar; flask M: ²zhī / 只
完[完],wan2,V.  | CMP. exhaust; use up finish; complete  B.F. 1 whole; complete 2 trad. pay (taxes/levies)
刷[刷],shua1,V. 1 brush; scrub 2 daub; paste up 3 coll. eliminate; remove 4 fire from a job 5 skip class (of students)  B.F. brush  ON. swish; rustle
锅[鍋],guo1,N. 1 pot; wok; pan; boiler 2 bowl (of a pipe/etc.) M: kǒu / 口
// HelloChinese/Habits,,
把[把],ba3,V. 1 grasp 2 hold 3 dominate; monopolize 4 guard 5 tie up  B.F. 1 handle 2 bundle; bunch 3 coll. close to; about  M. 1 (for things with handles) 2 (for handfuls) 3 (for certain abstract concepts)  V.M. (for movements of the hand)  COV. (indicating pre-verbal object as thing dealt with by the action)
脱[脫],tuo1,"V. 1 cut meat off the bones 2 cast/come off; shed; take off 3 leave out (words)  B.F. 1 become disconnected 2 escape from 3 neglect; slight  CONJ. , wr. if; in case"
倒[倒],dao4,V. 1 invert; move backward; place upside down 2 pour  ADV. 1 back; in reverse order 2 actually; contrary to what was said/thought  CONJ. but; still; nevertheless
擦[擦],ca1,V. 1 rub; scrub; scrape 2 polish; wipe 3 put/spread on; apply 4 brush past; shave
袜子[襪子],wa4zi5,N. socks; stockings; hose M: shuāng / 双
垃圾[垃圾],la1ji1,N. refuse; garbage M: tān / duī / 摊 / 堆
扔[扔],reng1,V. 1 throw; toss 2 throw away
放[放],fang4,V. 1 put; place 2 set free; release 3 let off; give out 4 put out to pasture 5 let oneself go; let sb. have his own way 6 expand; make longer/larger/etc. 7 blossom; bloom 8 lend (money) at interest 9 put in; add 10 leave alone; lay aside 11 send away 12 readjust 13 show
沙发[沙發],sha1fa1,"N. , loan sofa"
钥匙[鑰匙],yao4shi5,N. key M: bǎ / 把
地[地],di4,N. 1 the earth 2 land; soil 3 fields 4 ground  B.F. 1 place 2 position 3 background 4 distance
送[送],song4,V. 1 deliver; carry 2 give as a present 3 see sb. off/out; accompany; escort
礼物[禮物],li3wu4,N. 1 gift; present 2 cultural products M: ²jiàn / 件
包[包],bao1,V. 1 wrap 2 surround; encircle; envelop 3 undertake the whole thing 4 assure; guarantee 5 hire; charter  N. 1 bundle; package 2 bag; sack 3 protuberance; swelling 4 Surname  B.F. include; contain  M. (for objects in bundles/packages/etc.)
毛巾[毛巾],mao2jin1,N. 1 towel 2 woolen muffler M: ²kuài / 块
牙膏[牙膏],ya2gao1,N. toothpaste M: ⁴zhī / 支
盐[鹽],yan2,N. salt
醋[醋],cu4,N. 1 vinegar 2 jealousy
糖[糖],tang2,N. 1 sugar 2 carbohydrate 3 sweets; candy
酱油[醬油],jiang4you2,N. soy sauce M: ³píng / 瓶
黑胡椒[黑胡椒],hei1hu2jiao1,noun black pepper
// HelloChinese/Mistakes,,
又[又],you4,ADV. again; moreover  CONJ. 1 and; in addition 2 but; on the other hand  CONS. ∼ A ∼ B both A and B
忘记[忘記],wang4ji4,V. forget; overlook; neglect
对不起[對不起],dui4bu5qi3,INTJ. I'm sorry; excuse me  R.V. let sb. down; be unfair to
笔[筆],bi3,N. pen  B.F. 1 technique of writing/calligraphy/drawing 2 write  M. 1 stroke (in writing Ch. characters) 2 (for money/painting/etc.)
笔记本[筆記本],bi3ji4ben3,N. notebook M: běn / 本
记[記],ji4,"V. 1 remember; bear in mind; commit to memory 2 write down; record  B.F. 1 notes; records 2 classical works recording events 3 mark; sign 4 seal  N. birthmark  M. , topo. (for slaps)"
错[錯],cuo4,V. 1 be interlocked 2 rub 3 miss; let slip 4 evade; dodge 5 alternate; stagger  S.V. 1 wrong; mistaken 2 bad; poor 3 confused; complex  N. 1 mistake; error; blunder 2 grindstone
时间[時間],shi2jian1,N. 1 time; duration 2 lg. tense
名字[名字],ming2zi5,N. 1 name 2 personal name (in contrast to surname) 3 personal name character (character used to write the personal name)
地址[地址],di4zhi3,N. address; location
号码[號碼],hao4ma3,N. 1 (serial) number 2 code
以为[以為],yi3wei2,V. think/believe/consider erroneously
告诉[告訴],gao4su5,V. 1 tell; let know; inform 2 file a legal complaint; bring a complaint
知道[知道],zhi1dao5,V. know; realize; be aware of
认识[認識],ren4shi5,V. know; recognize  N. knowledge; understanding
讨厌[討厭],tao3yan4,S.V. 1 disagreeable; disgusting 2 hard to handle; nasty  V. loathe; be disgusted with
记得[記得],ji4de5,V. remember
// HelloChinese/Interviews,,
着[著],zhe5,"A.M. 1 (indicating continuing progress/state, often paired with final ne) 2 (used for emphasis) 3 (coverb-forming after some verbs) 4 (indicating accompanying action or event)  char."
穿[穿],chuan1,V. 1 penetrate; pierce through 2 pass through; cross 3 wear; put on; be dressed in
戴[戴],dai4,V. wear; put on (of accessories)  B.F. respect; honor; support  N. Surname
眼镜[眼鏡],yan3jing4,N. glasses; spectacles M: fù / 副
西装[西裝],xi1zhuang1,N. Western-style clothes M: ²jiàn / tào / 件 / 套
皮鞋[皮鞋],pi2xie2,N. leather shoes M: shuāng / 双
面试[面試],mian4shi4,V.O.  | N. interview; audition
简历[簡歷],jian3li4,N. biographical notes; curriculum vitae; résumé M: fèn / zhāng / 份 / 张
挂[掛],gua4,V. 1 hang; put up 2 coll. ring up 3 hitch 4 register; check in 5 worry 6 (slang) shadow; tail  M. (used for sth. string-shaped or for a string of things)
墙[牆],qiang2,N. wall
地图[地圖],di4tu2,N. 1 map 2 atlas M: zhāng / fèn / 张 / 份
镜子[鏡子],jing4zi5,N. 1 mirror; glass 2 coll. glasses; spectacles M: miàn / 面
办公室[辦公室],ban4gong1shi4,N. office
张[張],zhang1,B.F. stretch; spread; expand; open set out; display start a business magnify; exaggerate look give free rein to; indulge wr. fix a bowstring; stringed musical instruments  M. (for flat objects)  N. 1 trad. 26th of the 28 constellations 2 Surname
站[站],zhan4,V. 1 (take a) stand 2 stop; halt  N. station; stop
问[問],wen4,V. 1 ask 2 inquire after 3 examine; question; interrogate 4 hold responsible 5 ask (sb.) for (sth.)
回答[回答],hui2da2,N.  | V. answer; reply
介绍[介紹],jie4shao4,V. 1 introduce; present 2 recommend; suggest 3 let know; brief 4 serve as intermediary
问题[問題],wen4ti2,N. 1 question; problem; issue 2 trouble; mishap
老板[老闆],lao3ban3,N. 1 shopkeeper; proprietor; boss M: ge / míng / ²wèi / 个 / 名 / 位 2 old woodcut edition
自己[自己],zi4ji3,PR. 1 oneself 2 closely related; own
// HelloChinese/Work,,
就[就],jiu4,V. 1 move towards 2 undertake; engage in 3 accomplish; make 4 accommodate oneself to; suit 5 go with  COV. with regard to; concerning  ADV. 1 then 2 at once; right away 3 exactly; precisely 4 only; merely; just  CONJ. even if
才[才],cai2,"ADV. 1 then and only then 2 just now 3 only (before a number) 4 actually, very/more"
放假[放假],fang4jia4,V.O. have or be on a holiday/vacation; have a day off
辞职[辭職],ci2zhi2,V.O. resign
升职[升职],sheng1zhi2,1 to get promoted (at work etc) 2 promotion
涨[漲],zhang3,V. rise; go up (of water/prices/etc.)
工资[工資],gong1zi1,N. wages; pay; salary M: fèn / 份
奖金[獎金],jiang3jin1,N. money award; bonus; premium M: ²bǐ / fèn / 笔 / 份
上[上],shang4,"B.F. 1 upper; upward 2 higher; superior; better 3 first (part); preceding; previous 4 up to (preceding numbers) 5 emperor 6 posterior  V. 1 go up; mount; board; get on 2 go to; leave for 3 submit; send in; present 4 forge/go ahead 5 appear on the stage; enter 6 place sth. in position; set; fix; apply 7 be put on record; be carried (in a publication) 8 wind; screw; tighten  CMP. able/unable  CONS. (zài) A ∼ as far as A is concerned; in the field of A  N. , mus. no. 1 note in gōngchěpǔ"
下[下],xia4,V. 1 go downward; descend; alight 2 fall (of rain/etc.) 3 go to 4 exit; leave 5 issue; deliver 6 put sth. into 7 take away/off 8 form (an opinion/etc.) 9 apply; begin to use 10 give birth to; lay (of birds/etc.) 11 capture 12 be less/lower than (used with negative) 13 give in 14 cook in boiling water 15 be (good as) a chaser/accompaniment  B.F. 1 below; under; underneath 2 lower; inferior 3 next; latter; second  ADV. downward; down  R.V.  | SUF. able/unable to v. down  V.M. (for frequency of occurrences)
得[得],dei3,"AUX. must  V. , coll. 1 need 2 should be"
加班[加班],jia1ban1,V.O. work overtime; work extra shifts
开会[開會],kai1hui4,V.O. hold/attend a meeting
出差[出差],chu1chai1,V.O. be away on official business or on a business trip
迟到[遲到],chi2dao4,V. be/come/arrive late
请假[請假],qing3jia4,V.O. ask for leave
// HelloChinese/Bad Luck,,
一[一],yi1,"NUM. 1 one; 1 2 once  B.F. 1 each; per 2 whole; all; throughout 3 single; alone 4 same  ADV. 1 as soon as 2 a little 3 “empty” adverb in four-syllable expressions 4 also; otherwise  CONS. 1 ∼ A jiù B as soon as A (then) B 2 ∼ A èr B a very AB, where AB is a two-syllable s.v. b one or two AB, where AB is a noun 3 ∼ A bàn A/B a little of A and of A or B, where A and B are identical or similar in meaning 4 ∼ V1 ér V2 V2 immediately after V1 5 ∼ N (yě) bù/méi V not V even one N; without omitting a single N 6 V ∼ VM V a VM 7 ∼ V1 bù V2 inalterably V1 8 ∼ N1 ∼ N2 a all or the whole of N1/N2 b each/every N1/N2 9 ∼ V1 ∼ V2 a do V1/V2 in succession (where V1/V2 are similar in meaning) b do V1/V2 alternately (where V1/V2 contrast in meaning) 10 ∼ A ∼ B one A, one B (where A/B are opposite in meaning) ∼ V ²zài V keep on doing V  N. a note of the scale in gōngchěpǔ"
堵车[堵車],du3che1,N. traffic jam
迷路[迷路],mi2lu4,"V.O. 1 lose one's way; get lost 2 go astray  N. , phys. inner ear; labyrinth"
遇到[遇到],yu4dao4,R.V. come across; run into; encounter; meet
被[被],bei4,B.F. 1 quilt 2 cover  COV. by  AUX. (passive signifier)
偷[偷],tou1,V. steal  ADV. secretly
骗[騙],pian4,V. 1 deceive; fool; hoodwink 2 leap on a horse 3 cheat; swindle
骂[罵],ma4,V. 1 abuse; curse; call names 2 condemn; reprove; scold  CONS. ∼ ... gọ̌uxiěpēntóu savagely revile
照相机[照相機],zhao4xiang4ji1,N. camera M: tái / 台
花[花],hua1,N. 1 flower; blossom M: ²duǒ / 朵 2 pattern; design 3 fireworks 4 wound 5 smallpox 6 Surname 7 courtesan; prostitute 8 essence; cream  V. 1 spend; expend 2 (slang) be horny; womanize  S.V. 1 flowery; florid 2 profligate 3 blurred 4 false 5 randy; lecherous
弄[弄],nong4,V. 1 play with 2 make; do; handle; engage in 3 obtain; get; fetch 4 play tricks
丢[丟],diu1,V. 1 lose; misplace 2 discard 3 put aside 4 toss; throw
坏[壞],huai4,S.V. 1 bad 2 evil; harmful 3 spoiled  ADV. awfully; very  V. go bad; spoil  N. evil idea; dirty trick
破[破],po4,S.V. 1 broken; damaged; torn 2 inferior; poor; lousy  V. 1 break; cleave; cut 2 get rid of; eradicate; do away with 3 defeat (the enemy); capture (a city/etc.) 4 reveal the truth; expose (a lie/etc.)  SUF. through
光[光],guang1,"N. 1 light; ray; brightness 2 honor; glory; luster 3 scene  S.V. smooth; glossy  B.F. , court. gracious  V. 1 be bare/naked 2 be used up 3 wr. glorify  ADV. solely; merely; only"
伞[傘],san3,N. umbrella M: bǎ / 把  B.F. umbrella-like object
冰激凌[冰激凌],bing1ji5ling2,N. ice cream
花生[花生],hua1sheng1,N. peanut M: ²kē / ³lì / 棵 / 粒
// HelloChinese/Greetings,,
好像[好像],hao3xiang4,"ADV. seem; be like  CONS. 1 ∼ A, kěshi it seems as if A, but 2 ∼ A (shìde) seem to be A"
见[見],jian4,V. 1 see; catch sight of 2 meet with; be exposed to 3 appear to be 4 refer to; see; vide 5 meet; call on  B.F. view; opinion  PREF. (indicating passive)
挺[挺],ting3,V. 1 stick/bulge out 2 endure 3 (slang) deal with; handle  B.F. 1 erect; firm 2 distinguished; standing out  ADV. very; rather; quite  M. (for machine guns)
过[過],guo4,"V. 1 pass; cross 2 transfer (e.g., ownership) 3 undergo a process; go through 4 surpass; exceed 5 celebrate; observe  CMP. V bu/de∼ can't/can V  N. fault; mistake  ADV. too; excessively  COV. after  B.F. excessive; undue; overly"
最近[最近],zui4jin4,V.P. 1 recently; lately 2 soon; in the near future; nearest
叔叔[叔叔],shu1shu5,N. 1 coll. father's younger brother; uncle 2 uncle (child's address for young males) M: ²wèi / 位
阿姨[阿姨],a1yi2,N. 1 one's mother's sister; auntie 2 child's address to woman of similar age as parents 3 elderly unattached woman 4 family nurse; babysitter; nursery/crèche attendant 5 father's concubine
还[還],hai2,ADV. 1 still; yet 2 even/still more 3 also; too; as well; in addition; besides 4 passably; fairly 5 even  CONS. zhè/nà ∼ yòng V Is it necessary to V?
俩[倆],lia3,"PR. , coll. 1 two 2 some; several"
咱们[咱們],zan2men5,PR. 1 we; you and I 2 topo. a I b you
保持[保持],bao3chi2,V. keep; maintain; preserve
永远[永遠],yong3yuan3,ADV. always; forever
聚会[聚會],ju4hui4,V. get together; meet  N. get-together; gathering
// HelloChinese/Online Shopping,,
马上[馬上],ma3shang4,ADV. 1 at once; right away 2 in the near future; soon 3 on horseback 4 trad. by military force
下单[下單],xia4dan1,1 to place an order 2 to order 3 an order (of goods)
付款[付款],fu4kuan3,V.O. pay a sum of money
快递[快遞],kuai4di4,N. express delivery; fast mail M: ²jiàn / 件
天[天],tian1,N. 1 sky; heaven 2 nature 3 God; Heaven  M. day  B.F. 1 overhead 2 season 3 weather
于是[於是],yu2shi4,V.P. thereupon; hence; consequently; as a result
退[退],tui4,V. 1 retreat; retire 2 decline; ebb 3 return; give back; refund 4 cede 5 cause to move back; repulse the enemy 6 fade  B.F. 1 resign/retire from 2 cancel; break off; rescind
假[假],jia4,N. 1 holiday; vacation 2 leave of absence; furlough M: ge / cì / 个 / 次
合适[合適],he2shi4,S.V. suitable; appropriate; becoming; right
它[它],ta1,PR. 1 it; they (neologism for ¹tā) (referring to inanimate things in object position) 2 this; that
// HelloChinese/Office Work,,
根据[根據],gen1ju4,COV. on the basis of; according to  N. basis; grounds; foundation  V. lodge/implant/settle oneself
修改[修改],xiu1gai3,V. revise; amend; alter
要求[要求],yao1qiu2,V.  | N. demand; request
规定[規定],gui1ding4,V. 1 stipulate; provide 2 fix; set; formulate  N. rule; regulation; stipulation
合同[合同],he2tong5,N. contract; agreement M: fèn / 份
客户[客戶],ke4hu4,N. client; customer M: ²wèi / ge / 位 / 个
打印[打印],da3yin4,V.O. 1 affix a stamp on sth. 2 print
复印[複印],fu4yin4,"V. , print. duplicate"
通知[通知],tong1zhi1,V. notify; inform; contact  N. notice; circular
翻译[翻譯],fan1yi4,V. translate; interpret  N. 1 translator; interpreter 2 translation; interpretation
讨论[討論],tao3lun4,V. discuss; talk over  N. discussion
文件[文件],wen2jian4,N. documents; file
按照[按照],an4zhao4,CONJ. according to; in the light of; on the basis of
做[做],zuo4,V. 1 make; produce; manufacture 2 cook; prepare 3 do; act; engage in 4 be; become 5 write; compose 6 celebrate 7 be used as 8 form/contract a relationship 9 pretend; feign 10 (slang) make love 11 play tricks to punish sb.
教[教],jiao1,V. teach
建议[建議],jian4yi4,V.  | N. propose; suggest; recommend M: tiáo / 条
商量[商量],shang1liang5,V. consult; talk over
次[次],ci4,"V.M. time; occurrence  B.F. 1 order; sequence 2 second; next 3 half  S.V. 1 second-rate; inferior; secondary 2 odious  PREF. , chem. hypo-"
赵[趙],Zhao4,N. 1 a state in the Eastern Zhou period 2 ancient term for present-day southern Hebei area 3 Surname
遍[遍],bian4,B.F. all over; everywhere  V.M. (for repetitive times/occurrences)
只要[只要],zhi3yao4,CONJ. so long as; provided  CONS. ∼A jiù B if only A then B  V.P. want only ...
接受[接受],jie1shou4,V. accept; receive (honors/etc.)
拒绝[拒絕],ju4jue2,V. 1 refuse 2 reject; decline
签[簽],qian1,N. 1 bamboo slips for divination or drawing lots 2 notation; small note  B.F. 1 small sharp-pointed stick; toothpick 2 bookmark 3 label  V. 1 sign; autograph 2 make brief comments on a document 3 tack on
条件[條件],tiao2jian4,N. 1 condition; term; factor 2 requirement; prerequisite; qualification
意见[意見],yi4jian5,N. 1 idea; view; opinion; suggestion 2 objection; complaint
// HelloChinese/Sports Competitions,,
终于[終於],zhong1yu2,ADV. at (long) last; in the end; finally
开始[開始],kai1shi3,V. begin; start  N. initial stage; beginning
结束[結束],jie2shu4,V. end; conclude; close
比赛[比賽],bi3sai4,N. match; competition
场[場],chang3,N. 1 gathering place; field 2 level open space; threshing ground; yard; stage 3 topo. country fair; market  M. (for games/performances/etc.)
如果[如果],ru2guo3,CONJ. if  CONS. ∼ A jiù B if A then B
得[得],de2,V. 1 get 2 result in 3 be fit/proper 4 be satisfied 5 be finished
输[輸],shu1,B.F. 1 transport; convey 2 contribute; donate  V. lose; be defeated
赢[贏],ying2,V. gain; win
冠军[冠軍],guan4jun1,N. champion M: ge / míng / ²wèi / 个 / 名 / 位
队[隊],dui4,N.  | M. 1 a row of people; line 2 team; group 3 detachment; contingent (of soldiers/policemen/etc.)
即使[即使],ji2shi3,CONJ. even; even if/though  CONS. ∼ A yě B even though A (yet) B
支持[支持],zhi1chi2,N.  | V. 1 sustain; hold out; bear 2 support; back; stand by
名[名],ming2,B.F. 1 name; personal name 2 fame; reputation 3 number; order of selection 4 famous 5 name; describe  M. (for persons)
// HelloChinese/Gossip,,
准备[準備],zhun3bei4,V. 1 prepare; get ready 2 intend; plan
听说[聽說],ting1shuo1,V. 1 hear/understand that ... 2 topo. heed what an elder/superior says; be obedient/docile  N. hearsay
总是[總是],zong3shi4,ADV. always; invariably
怀疑[懷疑],huai2yi2,N.  | V. doubt; suspect; distrust
麻烦[麻煩],ma2fan5,S.V. troublesome; inconvenient  N. trouble  V. trouble sb.; bother
误会[誤會],wu4hui4,V. misunderstand; mistake  N. misunderstanding
笑话[笑話],xiao4hua5,N. 1 joke; jest 2 ridiculous error; laughable mistake  V. laugh at; ridicule
别人[別人],bie2ren5,N. others; other people; another person
其实[其實],qi2shi2,ADV. as a matter of fact; actually; in fact
消息[消息],xiao1xi5,N. 1 news; information; tidings 2 fluctuations; vicissitudes M: tiáo / 条
秘密[秘密],mi4mi4,ATTR.  | N. secret; confidential
故事[故事],gu4shi5,N. 1 story; tale 2 plot
大家[大家],da4jia1,N. 1 all of us 2 everyone 3 rich and influential family 4 master
// HelloChinese/Hiking,,
出来[出來],chu1lai5,R.V. come out; emerge  SUF. out (toward one)
